feature,text,clase,tweet_id,origin,clean_tokens,word_count,token_count
"Una mujer de 38 años se casó con un hombre de 38 años y en 1 recamara con 3 ventanas hicieron
3838 13 https://t.co/FrwnoTVSeY",una mujer de 38 años se casó con un hombre de 38 años y en 1 recamara con 3 ventanas hicieron 3838 13,violent,1.2075180707108987e+18,misocorpus,"[una, mujer, de, años, se, casó, con, un, hombre, de, años, y, en, recamara, con, ventanas, hicieron]",23,17
@clarssieyy Parece um Africano que teve um puta cabelo foda e fico calvo com 38 anos sem esposa que fuma cigarro da Malboro pra sair da depressão e pratica Racha ilegal em Manaus toda sexta meia noite,@clarssieyy parece um africano que teve um puta cabelo foda e fico calvo com 38 anos sem esposa que fuma cigarro da malboro pra sair da depressão e pratica racha ilegal em manaus toda sexta meia noite,violent,1.207525596466733e+18,misocorpus,"[parece, um, africano, que, teve, um, puta, cabelo, foda, e, fico, calvo, com, anos, sem, esposa, que, fuma, cigarro, da, pra, sair, da, e, pratica, racha, ilegal, em, toda, sexta, noite]",37,31
"@gustavorevatta Sí, y ese tema ha polarizado a los hinchas. Con 38 años venir a jugar a Perú sería un lindo reto para él.","@gustavorevatta sí, y ese tema ha polarizado a los hinchas. con 38 años venir a jugar a perú sería un lindo reto para él",violent,1.2075251819226565e+18,misocorpus,"[sí, y, ese, tema, ha, polarizado, a, los, hinchas, con, años, venir, a, jugar, a, perú, sería, un, lindo, reto, para, él]",24,22
"Ellos, con una sentencia que les condena a 38 años por VIOLAR A UNA NIÑA DE 15 AÑOS... estas Navidades las pasan en casa... y la gente se manifiesta para mostrarles apoyo... si es que tenemos lo que nos merecemos... #vergonya #HermanaYoSiTeCreo","ellos, con una sentencia que les condena a 38 años por violar a una niña de 15 años... estas navidades las pasan en casa... y la gente se manifiesta para mostrarles apoyo... si es que tenemos lo que nos merecemos... #vergonya #hermanayositecreo",violent,1.2075325550183465e+18,misocorpus,"[ellos, con, una, sentencia, que, les, condena, a, años, por, violar, a, una, niña, de, años, estas, navidades, las, pasan, en, casa, y, la, gente, se, manifiesta, para, mostrarles, apoyo, si, es, que, tenemos, lo, que, nos, merecemos]",42,38
@maurocezar 38 anos depois ? Revanche kkkk.,@maurocezar 38 anos depois ? revanche kkkk,violent,1.207540978648666e+18,misocorpus,"[anos, depois]",7,2
"En enero serán 38 años que me encontraste, curaste, cambiaste mi lamento en baile, me vestiste de alegría, me amaste, me diste identidad y soy para siempre Dios...tuya. Cada día ¡Gracias!💝🌼 https://t.co/7wRaQzaWPR","en enero serán 38 años que me encontraste, curaste, cambiaste mi lamento en baile, me vestiste de alegría, me amaste, me diste identidad y soy para siempre dios...tuya. cada día ¡gracias!",violent,1.2075403614779845e+18,misocorpus,"[en, enero, serán, años, que, me, encontraste, curaste, cambiaste, mi, lamento, en, baile, me, vestiste, de, alegría, me, amaste, me, diste, identidad, y, soy, para, siempre, dios, tuya, cada, día, gracias]",31,31
"@YoJuanaytu @monontse1970 @carlsouto @abmonto78 @MPerfumado @LaFallaras A ver. Que hay delito por ser menor si, seis años. Pero 38 por una supuesta violación que no esta probada? Donde la chica se ufana de ello, se contradice la versión, y dice que va ainventarse cosas? Pues eso para 38 años me parece una exageración y un peligro","@yojuanaytu @monontse1970 @carlsouto @abmonto78 @mperfumado @lafallaras a ver. que hay delito por ser menor si, seis años. pero 38 por una supuesta violación que no esta probada? donde la chica se ufana de ello, se contradice la versión, y dice que va ainventarse cosas? pues eso para 38 años me parece una exageración y un peligro",violent,1.2075558791779e+18,misocorpus,"[a, ver, que, hay, delito, por, ser, menor, si, años, pero, por, una, supuesta, violación, que, no, esta, probada, donde, la, chica, se, ufana, de, ello, se, contradice, la, versión, y, dice, que, va, cosas, pues, eso, para, años, me, parece, una, exageración, y, un, peligro]",56,46
@fladaniel_ @LFC @centraldanacao @Flamengo Galinha de Quintino ! Com Seleção ganhou o que? Por isto Todo o resto do Brasil Oodeeiiaa vcs!38 anos sem p. Nenhuma agora o cu pisca!,@fladaniel_ @lfc @centraldanacao @flamengo galinha de quintino ! com seleção ganhou o que? por isto todo o resto do brasil oodeeiiaa vcs!38 anos sem p. nenhuma agora o cu pisca!,violent,1.2074953114695352e+18,misocorpus,"[de, com, o, que, por, isto, todo, o, resto, do, brasil, anos, sem, p., agora, o, cu, pisca]",30,18
"DATO: Luego de 38 años se repite una final mundial entre @Flamengo 🇧🇷 y #Liverpoolfc 🏴󠁧󠁢󠁥󠁮󠁧󠁿. El 13 de Diciembre de 1981 los brasileños ganaron la antigua Copa Intercontinental 🏆, tras golear 3-0 con doblete de João Batista Nunez y un tanto de Adílio de Oliveira. https://t.co/bbfOLNgRx1","dato: luego de 38 años se repite una final mundial entre @flamengo y #liverpoolfc . el 13 de diciembre de 1981 los brasileños ganaron la antigua copa intercontinental , tras golear 3-0 con doblete de joão batista nunez y un tanto de adílio de oliveira.",violent,1.207458014896296e+18,misocorpus,"[dato, luego, de, años, se, repite, una, final, mundial, entre, y, el, de, diciembre, de, los, brasileños, ganaron, la, antigua, copa, intercontinental, tras, golear, 3-0, con, doblete, de, batista, y, un, tanto, de, de, oliveira]",45,35
"38 anos depois, estamos na final do mundial contra o mesmo adversário. Que Deus esteja ao nosso lado!!!! Voltaremos voltaremos, a ser o número 1... 🔴⭐️⚫️","38 anos depois, estamos na final do mundial contra o mesmo adversário. que deus esteja ao nosso lado!!!! voltaremos voltaremos, a ser o número 1...",violent,1.2074049957185905e+18,misocorpus,"[anos, depois, estamos, na, final, do, mundial, contra, o, mesmo, que, deus, ao, nosso, lado, a, ser, o, número]",25,19
@RafaLagoon 38 años igual! https://t.co/vQ3uo68Q00,@rafalagoon 38 años igual!,violent,1.2074278167673446e+18,misocorpus,"[años, igual]",4,2
@Flamengo A comunicação é patética! 38 anos sem chegar na merda da competição e vocês só fazem isso? Ah VTNC!,@flamengo a comunicação é patética! 38 anos sem chegar na merda da competição e vocês só fazem isso? ah vtnc!,violent,1.2074277791024865e+18,misocorpus,"[a, comunicação, é, patética, anos, sem, chegar, na, merda, da, e, só, isso, ah]",20,14
"@InesArrimadas @CiudadanaMartaR Es curioso que cuenta que lleva lazo amarillo ,cuenta  que habla sin tener ni puta idea ....","@inesarrimadas @ciudadanamartar es curioso que cuenta que lleva lazo amarillo ,cuenta que habla sin tener ni puta idea ...",violent,1.207655412725629e+18,misocorpus,"[es, curioso, que, cuenta, que, lleva, lazo, amarillo, cuenta, que, habla, sin, tener, ni, puta, idea]",19,16
"@PeterNight97 @Brit0Sr @LaFallaras @ahorapodemos @iunida @PSOE @Esquerra_ERC @compromis @SofCastanon @Adrilastra @Irene_Montero_ @abrazopartio @AAlvarezAlvarez @gabrielrufian @Pablo_Iglesias_ @agarzon Te has leído la sentencia? Xq el acusado q es absuelto es el de edad psicológica parecida. Pero luego, con la intimidación por superioridad física y grupal... A mi 38 años me parece una pena justa. 14 x agresor, 12 x cooperar xa q un amigo agreda.","@peternight97 @brit0sr @lafallaras @ahorapodemos @iunida @psoe @esquerra_erc @compromis @sofcastanon @adrilastra @irene_montero_ @abrazopartio @aalvarezalvarez @gabrielrufian @pablo_iglesias_ @agarzon te has leído la sentencia? xque el acusadoque es absuelto es el de edad psicológica parecida. pero luego, con la intimidación por superioridad física y grupal... a mi 38 años me parece una pena justa. 14 x agresor, 12 x cooperar xaque un amigo agreda",violent,1.2071031554497946e+18,misocorpus,"[@gabrielrufian, te, has, leído, la, sentencia, xque, el, es, absuelto, es, el, de, edad, psicológica, parecida, pero, luego, con, la, intimidación, por, superioridad, física, y, grupal, a, mi, años, me, parece, una, pena, justa, x, agresor, x, cooperar, un, amigo, agreda]",61,41
Unidas Podemos pide a la Fiscalía que investigue a quienes difundieron en Twitter los audios de la víctima del Arandina https://t.co/fkwDBxpp6p,unidas podemos pide a la fiscalía que investigue a quienes difundieron en twitter los audios de la víctima del arandina,violent,1.2079892217823685e+18,misocorpus,"[unidas, podemos, pide, a, la, fiscalía, que, investigue, a, quienes, difundieron, en, twitter, los, audios, de, la, víctima, del, arandina]",20,20
"Me están diciendo que no se es menos feminista por creer a los del Arandina y usar con ellos el lema ""Yo sí os creo"". De verdad que no sé qué será lo siguiente",me están diciendo que no se es menos feminista por creer a los del arandina y usar con ellos el lema yo sí os creo. de verdad que no sé qué será lo siguiente,violent,1.207600937860305e+18,misocorpus,"[me, están, diciendo, que, no, se, es, menos, feminista, por, creer, a, los, del, arandina, y, usar, con, ellos, el, lema, yo, sí, os, creo, de, verdad, que, no, sé, qué, será, lo, siguiente]",34,34
@IberoCainita @quettaheru @esjavieraleman Arandina (?),@iberocainita @quettaheru @esjavieraleman arandina (?),violent,1.207600917031379e+18,misocorpus,[arandina],5,1
.@facua denuncia ante la @AEPD_es la difusión de audios de la víctima de agresión sexual por tres exjugadores de la Arandina https://t.co/qs5biE7OuO,.@facua denuncia ante la @aepd_es la difusión de audios de la víctima de agresión sexual por tres exjugadores de la arandina,violent,1.2076137969921802e+18,misocorpus,"[denuncia, ante, la, la, difusión, de, audios, de, la, víctima, de, agresión, sexual, por, exjugadores, de, la, arandina]",21,18
Arandina y las redes sociales https://t.co/CiZXvLRmL2 ✍ La opinión de Alejandro J. García Nistal,arandina y las redes sociales la opinión de alejandro j. garcía nistal,violent,1.2076543163891302e+18,misocorpus,"[arandina, y, las, redes, sociales, la, opinión, de, alejandro, j., garcía]",12,11
Medio millar de feministas se desplazan hasta Aranda de Duero para mostrar su apoyo a la víctima de la Arandina https://t.co/LJDstfN70W Lo cuenta @albarakatapun https://t.co/QTULTV0ptF,medio millar de feministas se desplazan hasta aranda de duero para mostrar su apoyo a la víctima de la arandina lo cuenta @albarakatapun,violent,1.20846698066108e+18,misocorpus,"[medio, millar, de, feministas, se, desplazan, hasta, aranda, de, duero, para, mostrar, su, apoyo, a, la, víctima, de, la, arandina, lo, cuenta]",23,22
"Unidas Podemos denunciará ante la Fiscalía la difusión de los audios de la víctima de la Arandina

Por @beaasuargallego
https://t.co/C8lWtO7eYL",unidas podemos denunciará ante la fiscalía la difusión de los audios de la víctima de la arandina por @beaasuargallego,violent,1.2077358511295693e+18,misocorpus,"[unidas, podemos, denunciará, ante, la, fiscalía, la, difusión, de, los, audios, de, la, víctima, de, la, arandina, por]",19,18
"El portavoz de @facua, @RubenSanchezTW, ha anunciado que se pondrán este viernes a disposición judicial los certificados de la difusión de los audios de la víctima del 'Caso Arandina' https://t.co/cKW840QFAf","el portavoz de @facua, @rubensancheztw, ha anunciado que se pondrán este viernes a disposición judicial los certificados de la difusión de los audios de la víctima del 'caso arandina'",violent,1.2077602090804552e+18,misocorpus,"[el, portavoz, de, ha, anunciado, que, se, pondrán, este, viernes, a, disposición, judicial, los, certificados, de, la, difusión, de, los, audios, de, la, víctima, del, caso, arandina]",29,27
El juzgado investiga la filtración de los audios de la víctima de los exjugadores de la Arandina https://t.co/Ve5xzPgdFr Lo cuenta @lauracorama https://t.co/XtT5PPypBa,el juzgado investiga la filtración de los audios de la víctima de los exjugadores de la arandina lo cuenta @lauracorama,violent,1.207755480497414e+18,misocorpus,"[el, juzgado, investiga, la, filtración, de, los, audios, de, la, víctima, de, los, exjugadores, de, la, arandina, lo, cuenta]",20,19
#UnidasPodemos pide a la Fiscalía que investigue a quienes difundieron por Twitter los audios de la víctima del Arandina https://t.co/hEFtvoFew2 https://t.co/VBpp4ZYxSP,#unidaspodemos pide a la fiscalía que investigue a quienes difundieron por twitter los audios de la víctima del arandina,violent,1.207992713410429e+18,misocorpus,"[pide, a, la, fiscalía, que, investigue, a, quienes, difundieron, por, twitter, los, audios, de, la, víctima, del, arandina]",19,18
"Unidas Podemos pide a la Fiscalía que investigue a las personas que difundieron los audios y señala a Cristina Seguí, Alfonso Ussía y Bertrand Ndongo como algunos de los responsables 

Por @beaasuargallego https://t.co/2SzNWKiU6S","unidas podemos pide a la fiscalía que investigue a las personas que difundieron los audios y señala a cristina seguí, alfonso ussía y bertrand ndongo como algunos de los responsables por @beaasuargallego",violent,1.2079887677781975e+18,misocorpus,"[unidas, podemos, pide, a, la, fiscalía, que, investigue, a, las, personas, que, difundieron, los, audios, y, señala, a, cristina, seguí, alfonso, y, como, algunos, de, los, responsables, por]",32,28
"Estive pensando, o Liverpool e tido como o bicho papão, mas, se poupou titulares para a final é sinal que teme o Flamengo, então, vamos pra cima deles Flamengo, este é o ultimo jogo do ano, o jogo mais importante dos ultmos 38 anos, nao podemos desperdiçar esta oportunidade.","estive pensando, o liverpool e tido como o bicho papão, mas, se poupou titulares para a final é sinal que teme o flamengo, então, vamos pra cima deles flamengo, este é o ultimo jogo do ano, o jogo mais importante dos ultmos 38 anos, nao podemos desperdiçar esta oportunidade",violent,1.207601241179734e+18,misocorpus,"[pensando, o, liverpool, e, tido, como, o, bicho, mas, se, titulares, para, a, final, é, que, teme, o, então, vamos, pra, cima, deles, este, é, o, ultimo, jogo, do, ano, o, jogo, mais, importante, anos, nao, podemos, esta, oportunidade]",49,39
‼️ Unidas Podemos lleva a la Fiscalía la difusión en Twitter de los audios de la víctima del 'caso Arandina' https://t.co/cuyBqZPopa Lo cuenta @ikaitor https://t.co/Ifu0PxxGZl,unidas podemos lleva a la fiscalía la difusión en twitter de los audios de la víctima del 'caso arandina' lo cuenta @ikaitor,violent,1.2079842126677033e+18,misocorpus,"[unidas, podemos, lleva, a, la, fiscalía, la, difusión, en, twitter, de, los, audios, de, la, víctima, del, caso, arandina, lo, cuenta]",22,21
"La formación morada denuncia un posible delito de revelación de secretos en el caso #Arandina

https://t.co/UBXLWkWmg3",la formación morada denuncia un posible delito de revelación de secretos en el caso #arandina,violent,1.2080041188386898e+18,misocorpus,"[la, formación, morada, denuncia, un, posible, delito, de, revelación, de, secretos, en, el, caso, arandina]",15,15
"Cristina Fallarás (@LaFallaras) apoya las denuncias interpuestas contra Cristina Seguí (@CristinaSegui_) y Alfonso Ussía (@alfonso_ussia) por los audios filtrados en el 'Caso Arandina': ""Sentará un precedente"" https://t.co/PuZnP6zvTY",cristina fallarás (@lafallaras) apoya las denuncias interpuestas contra cristina seguí (@cristinasegui_) y alfonso ussía (@alfonso_ussia) por los audios filtrados en el 'caso arandina': sentará un precedente,violent,1.2080785573580431e+18,misocorpus,"[cristina, fallarás, apoya, las, denuncias, interpuestas, contra, cristina, seguí, y, alfonso, por, los, audios, filtrados, en, el, caso, arandina, sentará, un, precedente]",26,22
Unidas Podemos denuncia ante la Fiscalía a Cristina Seguí y a Alfonso Ussía por difundir los audios de la víctima de la Arandina https://t.co/0ivZv2yeQP,unidas podemos denuncia ante la fiscalía a cristina seguí y a alfonso ussía por difundir los audios de la víctima de la arandina,violent,1.2080720709213594e+18,misocorpus,"[unidas, podemos, denuncia, ante, la, fiscalía, a, cristina, seguí, y, a, alfonso, por, difundir, los, audios, de, la, víctima, de, la, arandina]",23,22
"@unworthyunicor2 @MachiTodoRelato @Shine_McShine Siiiii, de un delito que conlleva penas de 2 a 6 años y mucho más bajas como colaborador.

No se declararon culpables en ningún momento del delito por el que les han metido 38 años, o sea tener relaciones FORZADAS con una menor.

Lo pillas ya, so inútil???","@unworthyunicor2 @machitodorelato @shine_mcshine siiiii, de un delito que conlleva penas de 2 a 6 años y mucho más bajas como colaborador. no se declararon culpables en ningún momento del delito por el que les han metido 38 años, o sea tener relaciones forzadas con una menor. lo pillas ya, so inútil???",violent,1.2074051165397115e+18,misocorpus,"[siiiii, de, un, delito, que, conlleva, penas, de, a, años, y, mucho, más, bajas, como, colaborador, no, se, declararon, culpables, en, ningún, momento, del, delito, por, el, que, les, han, metido, años, o, sea, tener, relaciones, forzadas, con, una, menor, lo, pillas, ya, so, inútil]",51,45
"@susanadiaz 38 años a la puta cola de España, con miles de enchufados y siendo la CCAA con más paro y nivel de fracaso escolar. 
Deje de escribir tonterías y de hacerse daño, que a los andaluces ya nos hizo bastante.","@susanadiaz 38 años a la puta cola de españa, con miles de enchufados y siendo la ccaa con más paro y nivel de fracaso escolar. deje de escribir tonterías y de hacerse daño, que a los andaluces ya nos hizo bastante",violent,1.2073100387773686e+18,misocorpus,"[años, a, la, puta, cola, de, españa, con, miles, de, enchufados, y, siendo, la, ccaa, con, más, paro, y, nivel, de, fracaso, escolar, deje, de, escribir, tonterías, y, de, hacerse, daño, que, a, los, andaluces, ya, nos, hizo, bastante]",41,39
38 anos dps iremos colocar os inglese na roda dnv,38 anos dps iremos colocar os inglese na roda dnv,violent,1.207088089409237e+18,misocorpus,"[anos, dps, iremos, colocar, os, inglese, na, roda]",10,8
Es fa difícil no estranyarse si comparem els casos del exmarit de Mónica Oltra y el dels jugadors del Arandina. https://t.co/E5sZ6L2kSl,es fa difícil no estranyarse si comparem els casos del exmarit de mónica oltra y el dels jugadors del arandina.,violent,1.2076011138323292e+18,misocorpus,"[es, fa, difícil, no, si, els, casos, del, de, mónica, y, el, dels, del, arandina]",20,15
@dsegoviaatienza @publico_es 38 años siguen libres los miserables y esta Fiscalía sin hacer nada. Qué justicia!!!,@dsegoviaatienza @publico_es 38 años siguen libres los miserables y esta fiscalía sin hacer nada. qué justicia!!!,violent,1.2076012583848223e+18,misocorpus,"[años, siguen, libres, los, miserables, y, esta, fiscalía, sin, hacer, nada, qué, justicia]",16,13
"@monasterioR Hija cada vez que hablas sube el pan, a este paso no me da el sueldo para comprar una puta barra.","@monasterior hija cada vez que hablas sube el pan, a este paso no me da el sueldo para comprar una puta barra",violent,1.207647227658875e+18,misocorpus,"[hija, cada, vez, que, hablas, sube, el, pan, a, este, paso, no, me, da, el, sueldo, para, comprar, una, puta, barra]",22,21
@InesArrimadas viendo arder otra vez Barcelona. Esto del diálogo parece que funciona de puta madre,@inesarrimadas viendo arder otra vez barcelona. esto del diálogo parece que funciona de puta madre,violent,1.2073980992930038e+18,misocorpus,"[viendo, arder, otra, vez, barcelona, esto, del, diálogo, parece, que, funciona, de, puta, madre]",15,14
"@InesArrimadas Dentro de poco te veremos a ti en la carcel, choriza,mentirosa barriobajera,estupida, ignorante,aprovechada,mamaracha,inmoral, indecente...","@inesarrimadas dentro de poco te veremos a ti en la carcel, choriza,mentirosa barriobajera,estupida, ignorante,aprovechada,mamaracha,inmoral, indecente..",violent,1.2076436841598362e+18,misocorpus,"[dentro, de, poco, te, veremos, a, ti, en, la, carcel, mentirosa, barriobajera, estupida, ignorante, aprovechada, inmoral, indecente]",15,17
"@InesArrimadas El #Golpismo, a ver si hablamos con propiedad, llego hasta donde estamos hoy, por la puta mierda de pacto de Rivera-Rajoy-Sanchez de aplicar la mierda de #155Light sin intervenir Gobierno y órganos y ni sus actos.

Solo sirvió para ponerte la medalla de #Hojalata electoral","@inesarrimadas el #golpismo, a ver si hablamos con propiedad, llego hasta donde estamos hoy, por la puta mierda de pacto de rivera-rajoy-sanchez de aplicar la mierda de #155light sin intervenir gobierno y órganos y ni sus actos. solo sirvió para ponerte la medalla de #hojalata electoral",violent,1.2076397811208888e+18,misocorpus,"[el, golpismo, a, ver, si, hablamos, con, propiedad, llego, hasta, donde, estamos, hoy, por, la, puta, mierda, de, pacto, de, de, aplicar, la, mierda, de, sin, intervenir, gobierno, y, órganos, y, ni, sus, actos, solo, sirvió, para, ponerte, la, medalla, de, hojalata, electoral]",46,43
"""Cosas raras he visto muchas en 38 años vendiendo lotería, pero algo como esto... lógicamente no"", admite el lotero https://t.co/qMNXy9kt1P","cosas raras he visto muchas en 38 años vendiendo lotería, pero algo como esto... lógicamente no, admite el lotero",violent,1.2090250991663022e+18,misocorpus,"[cosas, raras, he, visto, muchas, en, años, vendiendo, lotería, pero, algo, como, esto, lógicamente, no, admite, el, lotero]",19,18
@monasterioR La princesa Leia iba vestida de puta. Se la disputaban dos machos alphas. Y no decidía nada. Que película has visto tu?,@monasterior la princesa leia iba vestida de puta. se la disputaban dos machos alphas. y no decidía nada. que película has visto tu?,violent,1.2076033704475077e+18,misocorpus,"[la, princesa, leia, iba, vestida, de, puta, se, la, disputaban, machos, y, no, decidía, nada, que, película, has, visto, tu]",23,20
@monasterioR Déjese de idioteces y vea la película que ha demostrado no tener ni puta idea de lo que va.,@monasterior déjese de idioteces y vea la película que ha demostrado no tener ni puta idea de lo que va,violent,1.2075983351520133e+18,misocorpus,"[déjese, de, idioteces, y, vea, la, película, que, ha, demostrado, no, tener, ni, puta, idea, de, lo, que, va]",20,19
"@monasterioR Leia, ni es protagonista, ni se ganó por mérito propio el título de princesa. Es que ya haces de payasa sin conocimiento siquiera. 

Si defender la igualdad de género es una ideología progre entonces estás de acuerdo en que no haya igualdad de género? 

Enfin. https://t.co/BDodxjDryb","@monasterior leia, ni es protagonista, ni se ganó por mérito propio el título de princesa. es que ya haces de payasa sin conocimiento siquiera. si defender la igualdad de género es una ideología progre entonces estás de acuerdo en que no haya igualdad de género? enfin.",violent,1.2075094626821612e+18,misocorpus,"[leia, ni, es, protagonista, ni, se, ganó, por, mérito, propio, el, título, de, princesa, es, que, ya, haces, de, payasa, sin, conocimiento, siquiera, si, defender, la, igualdad, de, género, es, una, ideología, progre, entonces, estás, de, acuerdo, en, que, no, haya, igualdad, de, género, enfin]",46,45
@monasterioR Hijos d puta!!! Os amoooo!!!! https://t.co/b8B9jGCunc,@monasterior hijosdeputa!!! os amoooo!!!!,violent,1.207424392399147e+18,misocorpus,"[hijosdeputa, os, amoooo]",4,3
@monasterioR No se puede ser más payasa. A ver si Leia luchaba contra una dictadura y por la democracia...,@monasterior no se puede ser más payasa. a ver si leia luchaba contra una dictadura y por la democracia..,violent,1.2073904804445962e+18,misocorpus,"[no, se, puede, ser, más, payasa, a, ver, si, leia, luchaba, contra, una, dictadura, y, por, la, democracia]",19,18
@afgafasmoradas Y los de la Arandina en libertad provisional...,@afgafasmoradas y los de la arandina en libertad provisional..,violent,1.2076013586328904e+18,misocorpus,"[y, los, de, la, arandina, en, libertad, provisional]",9,8
@cayetanaAT Este es el hijo de la gran puta que segun el no deberian nacer no? Me cago en su puta cara enfermo asqueroso,@cayetanaat este es el hijo de la gran puta que segun el no deberian nacer no? me cago en su puta cara enfermo asqueroso,violent,1.2073889462563226e+18,misocorpus,"[este, es, el, hijo, de, la, gran, puta, que, segun, el, no, deberian, nacer, no, me, cago, en, su, puta, cara, enfermo, asqueroso]",24,23
"@monasterioR @InesTorquemada Por qué no se plantea el tema LGTB en toda la saga?? Y una lesbiana mi un gay haciendo de ""loca"" decoradora....por no haber no hay ni un polvo decente. Menuda puta mierda de saga. Juego de tronos le da mil vueltas a estas pelis para bordelinos.",@monasterior @inestorquemada por qué no se plantea el tema lgtb en toda la saga?? y una lesbiana mi un gay haciendo de loca decoradora....por no haber no hay ni un polvo decente. menuda puta mierda de saga. juego de tronos le da mil vueltas a estas pelis para bordelinos,violent,1.2073853637376492e+18,misocorpus,"[por, qué, no, se, plantea, el, tema, lgtb, en, toda, la, saga, y, una, lesbiana, mi, un, gay, haciendo, de, loca, decoradora, por, no, haber, no, hay, ni, un, polvo, decente, menuda, puta, mierda, de, saga, juego, de, tronos, le, da, vueltas, a, estas, pelis, para]",49,46
@InesArrimadas A tu puta casa!! Que tienes menos representación en toda España que cada uno de los partidos independentistas sólo en Cataluña.,@inesarrimadas a tu puta casa!! que tienes menos representación en toda españa que cada uno de los partidos independentistas sólo en cataluña,violent,1.207368310771327e+18,misocorpus,"[a, tu, puta, casa, que, tienes, menos, representación, en, toda, españa, que, cada, de, los, partidos, independentistas, sólo, en, cataluña]",22,20
Los audios que el tribunal del caso Arandina descartó y que se difundieron en redes para desacreditar a la víctima https://t.co/5xIbbqOtba Por @lauracorama https://t.co/W6IwVw2iOK,los audios que el tribunal del caso arandina descartó y que se difundieron en redes para desacreditar a la víctima por @lauracorama,violent,1.209381695960404e+18,misocorpus,"[los, audios, que, el, tribunal, del, caso, arandina, descartó, y, que, se, difundieron, en, redes, para, desacreditar, a, la, víctima, por]",22,21
"""Aranda será feminista o no será"", ""Aranda será la tumba del machismo"" . Cientos de personas se concentran en apoyo de la víctima de La Arandina

https://t.co/cSjxb3g1at","aranda será feminista o no será, aranda será la tumba del machismo . cientos de personas se concentran en apoyo de la víctima de la arandina",violent,1.2086055824893174e+18,misocorpus,"[aranda, será, feminista, o, no, será, aranda, será, la, tumba, del, machismo, cientos, de, personas, se, concentran, en, apoyo, de, la, víctima, de, la, arandina]",26,25
"Quina merda de justícia ñorda!!!!
FUGIMMM
Els exjugadors de l'Arandina, en llibertat a l'espera de la decisió judicial https://t.co/Nk01bAlcev","quina merda de justícia ñorda!!!! fugimmm els exjugadors de l'arandina, en llibertat a l'espera de la decisió judicial",violent,1.2075787845028168e+18,misocorpus,"[quina, merda, de, justícia, els, de, en, llibertat, a, de, la, judicial]",18,12
"🔴DIRECTO| Emilio Calatayud, juez de menore sobre el caso de la Arandina: ""No se está respetando la intimidad de esa niña al difundir sus audios""

▶ https://t.co/CdeaGxOKoK https://t.co/oUkoYri8EH","directo| emilio calatayud, juez de menore sobre el caso de la arandina: no se está respetando la intimidad de esa niña al difundir sus audios",violent,1.2076074204842394e+18,misocorpus,"[emilio, calatayud, juez, de, sobre, el, caso, de, la, arandina, no, se, está, respetando, la, intimidad, de, esa, niña, al, difundir, sus, audios]",25,23
@sergiolapegue @todonoticias Hola buen día Sergio amigo sabes que ayer estaba mirando otro canal y fue Mario calegari secretario de prensa de uta el fue compañero mío en el cóndor ase 38 años atrás y de ese momento fue a uta y no quieren largar más el queso por eso la gente se enojaba,@sergiolapegue @todonoticias hola buen día sergio amigo sabes que ayer estaba mirando otro canal y fue mario calegari secretario de prensa de uta el fue compañero mío en el cóndor ase 38 años atrás y de ese momento fue a uta y no quieren largar más el queso por eso la gente se enojaba,violent,1.2076015249873142e+18,misocorpus,"[hola, buen, día, sergio, amigo, sabes, que, ayer, estaba, mirando, otro, canal, y, fue, mario, secretario, de, prensa, de, uta, el, fue, compañero, mío, en, el, cóndor, ase, años, atrás, y, de, ese, momento, fue, a, uta, y, no, quieren, largar, más, el, queso, por, eso, la, gente, se, enojaba]",54,50
"⚖️ La víctima del ‘caso Arandina’ está «encerrada en casa sin poder salir» mientras los agresores continúan libres
https://t.co/i9hCcagWAy",la víctima del ‘caso arandina’ está «encerrada en casa sin poder salir» mientras los agresores continúan libres,violent,1.2076015167875195e+18,misocorpus,"[la, víctima, del, caso, arandina, está, encerrada, en, casa, sin, poder, salir, mientras, los, agresores, continúan, libres]",17,17
Los exjugadores de la Arandina seguirán en libertad https://t.co/SJ7IsSJG2O,los exjugadores de la arandina seguirán en libertad,violent,1.20760141993259e+18,misocorpus,"[los, exjugadores, de, la, arandina, seguirán, en, libertad]",8,8
"@InesArrimadas Que te pires ya, loca, y dėjanos a los catalanes en paz! https://t.co/m3vwdwan8A","@inesarrimadas que te pires ya, loca, y dėjanos a los catalanes en paz!",violent,1.211381967503143e+18,misocorpus,"[que, te, pires, ya, loca, y, a, los, catalanes, en, paz]",13,11
@monasterioR @vox_es @julia_otero Eres la puta ama! Gracias por defender el campo!🚜💚🇪🇸,@monasterior @vox_es @julia_otero eres la puta ama! gracias por defender el campo!,violent,1.2048326564767826e+18,misocorpus,"[eres, la, puta, ama, gracias, por, defender, el, campo]",12,9
"Solicitamos de su colaboración para localizar a JUAN MANUEL JAIMES MENESES de 38 años de edad. 
#Morelos https://t.co/SKNN4lQ2LY",solicitamos de su colaboración para localizar a juan manuel jaimes meneses de 38 años de edad. #morelos,violent,1.2075019435238195e+18,misocorpus,"[solicitamos, de, su, colaboración, para, localizar, a, juan, manuel, de, años, de, edad, morelos]",17,14
